otu	Order	Family	Genus	Species
Sakesphoroides cristatus	Passeriformes	Thamnophilidae	Sakesphoroides	Sakesphoroides cristatus
Sakesphorus canadensis	Passeriformes	Thamnophilidae	Sakesphorus	Sakesphorus canadensis
Sakesphorus luctuosus	Passeriformes	Thamnophilidae	Sakesphorus	Sakesphorus luctuosus
Salpinctes obsoletus	Passeriformes	Troglodytidae	Salpinctes	Salpinctes obsoletus
Salpornis salvadori	Passeriformes	Certhiidae	Salpornis	Salpornis salvadori
Salpornis spilonota	Passeriformes	Certhiidae	Salpornis	Salpornis spilonota
Saltator albicollis	Passeriformes	Thraupidae	Saltator	Saltator albicollis
Saltator atriceps	Passeriformes	Thraupidae	Saltator	Saltator atriceps
Saltator atripennis	Passeriformes	Thraupidae	Saltator	Saltator atripennis
Saltator aurantiirostris	Passeriformes	Thraupidae	Saltator	Saltator aurantiirostris
Saltator cinctus	Passeriformes	Thraupidae	Saltator	Saltator cinctus
Saltator coerulescens	Passeriformes	Thraupidae	Saltator	Saltator coerulescens
Saltator fuliginosus	Passeriformes	Thraupidae	Saltator	Saltator fuliginosus
Saltator grandis	Passeriformes	Thraupidae	Saltator	Saltator grandis
Saltator grossus	Passeriformes	Thraupidae	Saltator	Saltator grossus
Saltator maxillosus	Passeriformes	Thraupidae	Saltator	Saltator maxillosus
Saltator maximus	Passeriformes	Thraupidae	Saltator	Saltator maximus
Saltator nigriceps	Passeriformes	Thraupidae	Saltator	Saltator nigriceps
Saltator olivascens	Passeriformes	Thraupidae	Saltator	Saltator olivascens
Saltator orenocensis	Passeriformes	Thraupidae	Saltator	Saltator orenocensis
Saltator similis	Passeriformes	Thraupidae	Saltator	Saltator similis
Saltator striatipectus	Passeriformes	Thraupidae	Saltator	Saltator striatipectus
Saltatricula atricollis	Passeriformes	Thraupidae	Saltatricula	Saltatricula atricollis
Saltatricula multicolor	Passeriformes	Thraupidae	Saltatricula	Saltatricula multicolor
Salvadorina waigiuensis	Anseriformes	Anatidae	Salvadorina	Salvadorina waigiuensis
Sapayoa aenigma	Passeriformes	Sapayoidae	Sapayoa	Sapayoa aenigma
Sappho sparganurus	Caprimulgiformes	Trochilidae	Sappho	Sappho sparganurus
Sarcogyps calvus	Accipitriformes	Accipitridae	Sarcogyps	Sarcogyps calvus
Sarcophanops samarensis	Passeriformes	Eurylaimidae	Sarcophanops	Sarcophanops samarensis
Sarcophanops steerii	Passeriformes	Eurylaimidae	Sarcophanops	Sarcophanops steerii
Sarcops calvus	Passeriformes	Sturnidae	Sarcops	Sarcops calvus
Sarcoramphus papa	Cathartiformes	Cathartidae	Sarcoramphus	Sarcoramphus papa
Sarkidiornis melanotos	Anseriformes	Anatidae	Sarkidiornis	Sarkidiornis melanotos
Sarkidiornis sylvicola	Anseriformes	Anatidae	Sarkidiornis	Sarkidiornis sylvicola
Saroglossa spilopterus	Passeriformes	Sturnidae	Saroglossa	Saroglossa spilopterus
Sarothrura affinis	Gruiformes	Sarothruridae	Sarothrura	Sarothrura affinis
Sarothrura ayresi	Gruiformes	Sarothruridae	Sarothrura	Sarothrura ayresi
Sarothrura boehmi	Gruiformes	Sarothruridae	Sarothrura	Sarothrura boehmi
Sarothrura elegans	Gruiformes	Sarothruridae	Sarothrura	Sarothrura elegans
Sarothrura insularis	Gruiformes	Sarothruridae	Sarothrura	Sarothrura insularis
Sarothrura lugens	Gruiformes	Sarothruridae	Sarothrura	Sarothrura lugens
Sarothrura pulchra	Gruiformes	Sarothruridae	Sarothrura	Sarothrura pulchra
Sarothrura rufa	Gruiformes	Sarothruridae	Sarothrura	Sarothrura rufa
Sarothrura watersi	Gruiformes	Sarothruridae	Sarothrura	Sarothrura watersi
Sasia abnormis	Piciformes	Picidae	Sasia	Sasia abnormis
Sasia ochracea	Piciformes	Picidae	Sasia	Sasia ochracea
Satrapa icterophrys	Passeriformes	Tyrannidae	Satrapa	Satrapa icterophrys
Saucerottia beryllina	Caprimulgiformes	Trochilidae	Saucerottia	Saucerottia beryllina
Saucerottia castaneiventris	Caprimulgiformes	Trochilidae	Saucerottia	Saucerottia castaneiventris
Saucerottia cupreicauda	Caprimulgiformes	Trochilidae	Saucerottia	Saucerottia cupreicauda
Saucerottia cyanifrons	Caprimulgiformes	Trochilidae	Saucerottia	Saucerottia cyanifrons
Saucerottia cyanocephala	Caprimulgiformes	Trochilidae	Saucerottia	Saucerottia cyanocephala
Saucerottia cyanura	Caprimulgiformes	Trochilidae	Saucerottia	Saucerottia cyanura
Saucerottia edward	Caprimulgiformes	Trochilidae	Saucerottia	Saucerottia edward
Saucerottia hoffmanni	Caprimulgiformes	Trochilidae	Saucerottia	Saucerottia hoffmanni
Saucerottia saucerottei	Caprimulgiformes	Trochilidae	Saucerottia	Saucerottia saucerottei
Saucerottia tobaci	Caprimulgiformes	Trochilidae	Saucerottia	Saucerottia tobaci
Saucerottia viridigaster	Caprimulgiformes	Trochilidae	Saucerottia	Saucerottia viridigaster
Saudareos flavoviridis	Psittaciformes	Psittaculidae	Saudareos	Saudareos flavoviridis
Saudareos meyeri	Psittaciformes	Psittaculidae	Saudareos	Saudareos meyeri
Saudareos ornata	Psittaciformes	Psittaculidae	Saudareos	Saudareos ornata
Saundersilarus saundersi	Charadriiformes	Laridae	Saundersilarus	Saundersilarus saundersi
Saxicola caprata	Passeriformes	Muscicapidae	Saxicola	Saxicola caprata
Saxicola dacotiae	Passeriformes	Muscicapidae	Saxicola	Saxicola dacotiae
Saxicola ferreus	Passeriformes	Muscicapidae	Saxicola	Saxicola ferreus
Saxicola gutturalis	Passeriformes	Muscicapidae	Saxicola	Saxicola gutturalis
Saxicola insignis	Passeriformes	Muscicapidae	Saxicola	Saxicola insignis
Saxicola jerdoni	Passeriformes	Muscicapidae	Saxicola	Saxicola jerdoni
Saxicola leucurus	Passeriformes	Muscicapidae	Saxicola	Saxicola leucurus
Saxicola macrorhynchus	Passeriformes	Muscicapidae	Saxicola	Saxicola macrorhynchus
Saxicola maurus	Passeriformes	Muscicapidae	Saxicola	Saxicola maurus
Saxicola rubetra	Passeriformes	Muscicapidae	Saxicola	Saxicola rubetra
Saxicola rubicola	Passeriformes	Muscicapidae	Saxicola	Saxicola rubicola
Saxicola stejnegeri	Passeriformes	Muscicapidae	Saxicola	Saxicola stejnegeri
Saxicola tectes	Passeriformes	Muscicapidae	Saxicola	Saxicola tectes
Saxicola torquatus	Passeriformes	Muscicapidae	Saxicola	Saxicola torquatus
Sayornis nigricans	Passeriformes	Tyrannidae	Sayornis	Sayornis nigricans
Sayornis phoebe	Passeriformes	Tyrannidae	Sayornis	Sayornis phoebe
Sayornis saya	Passeriformes	Tyrannidae	Sayornis	Sayornis saya
Scelorchilus albicollis	Passeriformes	Rhinocryptidae	Scelorchilus	Scelorchilus albicollis
Scelorchilus rubecula	Passeriformes	Rhinocryptidae	Scelorchilus	Scelorchilus rubecula
Scenopoeetes dentirostris	Passeriformes	Ptilonorhynchidae	Scenopoeetes	Scenopoeetes dentirostris
Scepomycter winifredae	Passeriformes	Cisticolidae	Scepomycter	Scepomycter winifredae
Schetba rufa	Passeriformes	Vangidae	Schetba	Schetba rufa
Schiffornis aenea	Passeriformes	Tityridae	Schiffornis	Schiffornis aenea
Schiffornis major	Passeriformes	Tityridae	Schiffornis	Schiffornis major
Schiffornis olivacea	Passeriformes	Tityridae	Schiffornis	Schiffornis olivacea
Schiffornis stenorhyncha	Passeriformes	Tityridae	Schiffornis	Schiffornis stenorhyncha
Schiffornis turdina	Passeriformes	Tityridae	Schiffornis	Schiffornis turdina
Schiffornis veraepacis	Passeriformes	Tityridae	Schiffornis	Schiffornis veraepacis
Schiffornis virescens	Passeriformes	Tityridae	Schiffornis	Schiffornis virescens
Schistes albogularis	Caprimulgiformes	Trochilidae	Schistes	Schistes albogularis
Schistes geoffroyi	Caprimulgiformes	Trochilidae	Schistes	Schistes geoffroyi
Schistochlamys melanopis	Passeriformes	Thraupidae	Schistochlamys	Schistochlamys melanopis
Schistochlamys ruficapillus	Passeriformes	Thraupidae	Schistochlamys	Schistochlamys ruficapillus
Schistolais leontica	Passeriformes	Cisticolidae	Schistolais	Schistolais leontica
Schistolais leucopogon	Passeriformes	Cisticolidae	Schistolais	Schistolais leucopogon
Schoenicola platyurus	Passeriformes	Locustellidae	Schoenicola	Schoenicola platyurus
Schoenicola striatus	Passeriformes	Locustellidae	Schoenicola	Schoenicola striatus
Schoeniophylax phryganophilus	Passeriformes	Furnariidae	Schoeniophylax	Schoeniophylax phryganophilus
Schoeniparus brunneus	Passeriformes	Pellorneidae	Schoeniparus	Schoeniparus brunneus
Schoeniparus castaneceps	Passeriformes	Pellorneidae	Schoeniparus	Schoeniparus castaneceps
Schoeniparus cinereus	Passeriformes	Pellorneidae	Schoeniparus	Schoeniparus cinereus
Schoeniparus dubius	Passeriformes	Pellorneidae	Schoeniparus	Schoeniparus dubius
Schoeniparus klossi	Passeriformes	Pellorneidae	Schoeniparus	Schoeniparus klossi
Schoeniparus rufogularis	Passeriformes	Pellorneidae	Schoeniparus	Schoeniparus rufogularis
Schoeniparus variegaticeps	Passeriformes	Pellorneidae	Schoeniparus	Schoeniparus variegaticeps
Schoutedenapus myoptilus	Caprimulgiformes	Apodidae	Schoutedenapus	Schoutedenapus myoptilus
Sciaphylax castanea	Passeriformes	Thamnophilidae	Sciaphylax	Sciaphylax castanea
Sciaphylax hemimelaena	Passeriformes	Thamnophilidae	Sciaphylax	Sciaphylax hemimelaena
Sclateria naevia	Passeriformes	Thamnophilidae	Sclateria	Sclateria naevia
Scleroptila afra	Galliformes	Phasianidae	Scleroptila	Scleroptila afra
Scleroptila elgonensis	Galliformes	Phasianidae	Scleroptila	Scleroptila elgonensis
Scleroptila finschi	Galliformes	Phasianidae	Scleroptila	Scleroptila finschi
Scleroptila gutturalis	Galliformes	Phasianidae	Scleroptila	Scleroptila gutturalis
Scleroptila levaillantii	Galliformes	Phasianidae	Scleroptila	Scleroptila levaillantii
Scleroptila psilolaema	Galliformes	Phasianidae	Scleroptila	Scleroptila psilolaema
Scleroptila shelleyi	Galliformes	Phasianidae	Scleroptila	Scleroptila shelleyi
Scleroptila streptophora	Galliformes	Phasianidae	Scleroptila	Scleroptila streptophora
Scleroptila whytei	Galliformes	Phasianidae	Scleroptila	Scleroptila whytei
Sclerurus albigularis	Passeriformes	Furnariidae	Sclerurus	Sclerurus albigularis
Sclerurus caudacutus	Passeriformes	Furnariidae	Sclerurus	Sclerurus caudacutus
Sclerurus guatemalensis	Passeriformes	Furnariidae	Sclerurus	Sclerurus guatemalensis
Sclerurus mexicanus	Passeriformes	Furnariidae	Sclerurus	Sclerurus mexicanus
Sclerurus obscurior	Passeriformes	Furnariidae	Sclerurus	Sclerurus obscurior
Sclerurus rufigularis	Passeriformes	Furnariidae	Sclerurus	Sclerurus rufigularis
Sclerurus scansor	Passeriformes	Furnariidae	Sclerurus	Sclerurus scansor
Scolopax bukidnonensis	Charadriiformes	Scolopacidae	Scolopax	Scolopax bukidnonensis
Scolopax celebensis	Charadriiformes	Scolopacidae	Scolopax	Scolopax celebensis
Scolopax minor	Charadriiformes	Scolopacidae	Scolopax	Scolopax minor
Scolopax mira	Charadriiformes	Scolopacidae	Scolopax	Scolopax mira
Scolopax rochussenii	Charadriiformes	Scolopacidae	Scolopax	Scolopax rochussenii
Scolopax rosenbergii	Charadriiformes	Scolopacidae	Scolopax	Scolopax rosenbergii
Scolopax rusticola	Charadriiformes	Scolopacidae	Scolopax	Scolopax rusticola
Scolopax saturata	Charadriiformes	Scolopacidae	Scolopax	Scolopax saturata
Scopus umbretta	Pelecaniformes	Scopidae	Scopus	Scopus umbretta
Scotocerca inquieta	Passeriformes	Scotocercidae	Scotocerca	Scotocerca inquieta
Scotopelia bouvieri	Strigiformes	Strigidae	Scotopelia	Scotopelia bouvieri
Scotopelia peli	Strigiformes	Strigidae	Scotopelia	Scotopelia peli
Scotopelia ussheri	Strigiformes	Strigidae	Scotopelia	Scotopelia ussheri
Scytalopus acutirostris	Passeriformes	Rhinocryptidae	Scytalopus	Scytalopus acutirostris
Scytalopus affinis	Passeriformes	Rhinocryptidae	Scytalopus	Scytalopus affinis
Scytalopus altirostris	Passeriformes	Rhinocryptidae	Scytalopus	Scytalopus altirostris
Scytalopus alvarezlopezi	Passeriformes	Rhinocryptidae	Scytalopus	Scytalopus alvarezlopezi
Scytalopus androstictus	Passeriformes	Rhinocryptidae	Scytalopus	Scytalopus androstictus
Scytalopus argentifrons	Passeriformes	Rhinocryptidae	Scytalopus	Scytalopus argentifrons
Scytalopus atratus	Passeriformes	Rhinocryptidae	Scytalopus	Scytalopus atratus
Scytalopus bolivianus	Passeriformes	Rhinocryptidae	Scytalopus	Scytalopus bolivianus
Scytalopus canus	Passeriformes	Rhinocryptidae	Scytalopus	Scytalopus canus
